DATE_RESERVATION;PLAGE_HORAIRE;STATUT;STRUCTURE;NOM_COMPLET;FONCTION;DATE_CREATION;PONT_SITE
2022-08-01;JOUR;VALIDE;GMCI;2022-08-01;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-07-29 14:20:37;GMCI GESTOCI
2022-08-01;JOUR;ANNULE;GMCI;2022-08-01;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-07-29 14:20:43;GMCI HINO
2022-08-01;JOUR;VALIDE;GMCI;2022-08-01;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-07-29 14:20:45;GMCI HINO
2022-08-01;JOUR;VALIDE;COOPARES;2022-08-01;RESPONSABLE EXPLOITATION;2022-07-29 14:29:22;COOPARES
2022-08-01;JOUR;VALIDE;MANTRA;2022-08-01;LOGISTIQUE;2022-07-29 15:31:36;MANTRA PALM BEACH 
2022-08-01;JOUR;VALIDE;FARLIN COMMODITIES;2022-08-01;PESSE;2022-07-29 15:59:36;FARLIN
2022-08-01;JOUR;VALIDE;;2022-08-01;RESPONSABLE SHIPPING ET DOCUMENTATION;2022-07-29 16:03:31;DIAOUNE ET FRERES 
2022-08-01;JOUR;VALIDE;SIMAT;2022-08-01;RESPONSABLE LOGISTIQUE;2022-07-29 16:20:10;SIMAT PAC 1
2022-08-01;NUIT;VALIDE;EOLIS;2022-08-01;CORDONNATEUR DES OPERATIONS PORTUAIRES;2022-02-21 11:03:46;EOLIS PONT
2022-08-01;NUIT;VALIDE;PROLINE LOGISTIC;2022-08-01;RESPONSABLE PESEUR;2022-06-10 15:05:36;R et R
2022-08-01;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-08-01;CHEF DE SERVICE METROLOGIE;2022-07-05 12:38:17;CCI-CI PONT N2
2022-08-01;NUIT;VALIDE;ZAMACOM;2022-08-01;RESPONSABLE TRANSIT ;2022-07-11 11:56:08;ZAMACOM PONT 1
2022-08-01;NUIT;VALIDE;SEAFEM;2022-08-01;DIRECTEUR GENERAL;2022-07-19 15:15:46;SEAFEM
2022-08-01;NUIT;VALIDE;MANTRA;2022-08-01;LOGISTIQUE;2022-07-27 16:39:43;MANTRA
2022-08-01;NUIT;VALIDE;APM TERMINAL;2022-08-01;RESPONSABLES DES OPÃRATIONS DE DÃPÃTS ;2022-07-28 06:09:21;APM TERMINAL
2022-08-01;NUIT;ANNULE;MANTRA;2022-08-01;LOGISTIQUE;2022-07-29 00:41:06;YIRIMA
2022-08-01;NUIT;ANNULE;MANTRA;2022-08-01;LOGISTIQUE;2022-07-29 15:33:12;YIRIMA
2022-08-01;NUIT;VALIDE;;2022-08-01;RESPONSABLE SHIPPING ET DOCUMENTATION;2022-07-29 16:03:59;DIAOUNE ET FRERES 
2022-08-01;NUIT;VALIDE;SACO;2022-08-01;AGENT LOGISTIQUE;2022-07-29 16:07:15;SACO ABIDJAN
2022-08-01;NUIT;VALIDE;;2022-08-01;RESPONSABLE PESEUR;2022-08-01 11:10:10;SITRADEX
2022-08-01;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-01;AGENT;2022-08-01 14:00:56;T6
2022-08-01;NUIT;VALIDE;coic sa;2022-08-01;GESTIONNAIRE DE STOCKS ;2022-08-01 14:01:16;COIC
2022-08-01;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-08-01;AGENT;2022-08-01 14:06:16;VRIDI 3 PONT 1
2022-08-01;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-08-01;AGENT;2022-08-01 14:28:15;CIPEXI STATION
2022-08-01;NUIT;VALIDE;SOGENA;2022-08-01;RESPONSABLE PONT BASCULE;2022-08-01 15:37:51;SOGENA
2022-08-01;NUIT;VALIDE;FARLIN COMMODITIES;2022-08-01;PESSE;2022-08-01 16:38:23;FARLIN
2022-08-02;JOUR;VALIDE;EOLIS;2022-08-02;CORDONNATEUR DES OPERATIONS PORTUAIRES;2022-02-21 11:03:51;EOLIS PONT
2022-08-02;JOUR;VALIDE;SOGENA;2022-08-02;RESPONSABLE PONT BASCULE;2022-04-22 15:04:51;SOGENA EX-CAISTAB
2022-08-02;JOUR;VALIDE;SOGENA;2022-08-02;RESPONSABLE PONT BASCULE;2022-05-05 16:10:07;SOGENA
2022-08-02;JOUR;VALIDE;coic sa;2022-08-02;GESTIONNAIRE DE STOCKS ;2022-06-01 06:42:04;COIC
2022-08-02;JOUR;VALIDE;CTM;2022-08-02;DGA;2022-06-10 09:17:09;CTM
2022-08-02;JOUR;VALIDE;PROLINE LOGISTIC;2022-08-02;RESPONSABLE PESEUR;2022-06-10 15:05:47;R et R
2022-08-02;JOUR;VALIDE;ITCA;2022-08-02;RESPONSABLE PRODUITS FINIS;2022-06-24 14:50:51;ITCA
2022-08-02;JOUR;VALIDE;SACO;2022-08-02;AGENT LOGISTIQUE;2022-06-28 11:47:51;SACO ABIDJAN
2022-08-02;JOUR;VALIDE;CARGILL COCOA;2022-08-02;SUPERVISEUR OPÃRATIONS SHIPPING;2022-06-30 16:24:21;CARGILL COCOA YOP
2022-08-02;JOUR;VALIDE;FARLIN COMMODITIES;2022-08-02;PESEUR;2022-07-08 11:23:04;FARLIN
2022-08-02;JOUR;VALIDE;ZAMACOM;2022-08-02;RESPONSABLE TRANSIT ;2022-07-11 11:56:18;ZAMACOM PONT 1
2022-08-02;JOUR;VALIDE;OLAM;2022-08-02;COOORDINATEUR PESAGE;2022-07-12 15:38:45;USINE UNICAO PONT02
2022-08-02;JOUR;VALIDE;SEAFEM;2022-08-02;DIRECTEUR GENERAL;2022-07-19 15:16:52;SEAFEM
2022-08-02;JOUR;VALIDE;;2022-08-02;RESPONSABLE DES OPERATIONS;2022-07-22 12:23:25;STNC
2022-08-02;JOUR;REJETE;;2022-08-02;RESPONSABLE DES OPERATIONS;2022-07-22 12:23:26;STNC
2022-08-02;JOUR;VALIDE;FACI;2022-08-02;AGENT DE TRANSIT;2022-07-26 10:31:14;FACI
2022-08-02;JOUR;ANNULE;MEDLOG;2022-08-02;AGENT PONT BASCULE;2022-07-28 07:55:56;MEDLOG
2022-08-02;JOUR;VALIDE;MANTRA;2022-08-02;LOGISTIQUE;2022-07-28 23:50:30;YIRIMA
2022-08-02;JOUR;VALIDE;MANTRA;2022-08-02;LOGISTIQUE;2022-07-28 23:50:41;MANTRA
2022-08-02;JOUR;VALIDE;MEDLOG;2022-08-02;AGENT PONT BASCULE;2022-07-29 10:09:14;MEDLOG
2022-08-02;JOUR;VALIDE;MOVIS;2022-08-02;COCORDINATEUR ;2022-07-29 13:40:01;CFS 4 VRIDI
2022-08-02;JOUR;VALIDE;APM TERMINAL;2022-08-02;RESPONSABLES DES OPÃRATIONS DE DÃPÃTS ;2022-07-29 16:41:22;APM TERMINAL
2022-08-02;JOUR;VALIDE;TRCI;2022-08-02;RESPONSABLE PRODUIT FINI;2022-08-01 08:48:45;TRCI ANGUEDEDOU
2022-08-02;JOUR;VALIDE;;2022-08-02;RESPONSABLE PESEUR;2022-08-01 11:11:05;SITRADEX
2022-08-02;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-02;AGENT;2022-08-01 14:01:12;COTON RAN
2022-08-02;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-02;AGENT;2022-08-01 14:01:20;T6
2022-08-02;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-02;AGENT;2022-08-01 14:01:39;VRIDI 3 PONT 1
2022-08-02;JOUR;ANNULE;GMCI;2022-08-02;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-01 14:17:12;GMCI GARE DU MALI
2022-08-02;JOUR;VALIDE;GMCI;2022-08-02;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-01 14:17:13;GMCI GARE DU MALI
2022-08-02;JOUR;VALIDE;GMCI;2022-08-02;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-01 14:17:24;GMCI GESTOCI
2022-08-02;JOUR;VALIDE;GMCI;2022-08-02;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-01 14:17:32;GMCI HINO
2022-08-02;JOUR;VALIDE;;2022-08-02;RESPONSABLE SHIPPING ET DOCUMENTATION;2022-08-01 15:20:22;DIAOUNE ET FRERES 
2022-08-02;JOUR;VALIDE;SIMAT;2022-08-02;RESPONSABLE LOGISTIQUE;2022-08-01 16:53:32;SIMAT PAC 1
2022-08-02;NUIT;VALIDE;EOLIS;2022-08-02;CORDONNATEUR DES OPERATIONS PORTUAIRES;2022-02-21 11:03:53;EOLIS PONT
2022-08-02;NUIT;VALIDE;PROLINE LOGISTIC;2022-08-02;RESPONSABLE PESEUR;2022-06-10 15:05:53;R et R
2022-08-02;NUIT;VALIDE;CARGILL COCOA;2022-08-02;SUPERVISEUR OPÃRATIONS SHIPPING;2022-06-30 16:24:25;CARGILL COCOA YOP
2022-08-02;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-08-02;CHEF DE SERVICE METROLOGIE;2022-07-05 12:38:31;CCI-CI PONT N2
2022-08-02;NUIT;VALIDE;ZAMACOM;2022-08-02;RESPONSABLE TRANSIT ;2022-07-11 11:56:24;ZAMACOM PONT 1
2022-08-02;NUIT;VALIDE;SEAFEM;2022-08-02;DIRECTEUR GENERAL;2022-07-19 15:17:02;SEAFEM
2022-08-02;NUIT;VALIDE;MANTRA;2022-08-02;LOGISTIQUE;2022-07-28 23:50:50;MANTRA
2022-08-02;NUIT;ANNULE;MANTRA;2022-08-02;LOGISTIQUE;2022-07-29 00:41:49;YIRIMA
2022-08-02;NUIT;VALIDE;APM TERMINAL;2022-08-02;RESPONSABLES DES OPÃRATIONS DE DÃPÃTS ;2022-07-29 16:41:32;APM TERMINAL
2022-08-02;NUIT;VALIDE;;2022-08-02;RESPONSABLE PESEUR;2022-08-01 11:11:29;SITRADEX
2022-08-02;NUIT;VALIDE;;2022-08-02;RESPONSABLE SHIPPING ET DOCUMENTATION;2022-08-01 15:20:39;DIAOUNE ET FRERES 
2022-08-02;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-02;AGENT;2022-08-02 09:10:55;T6
2022-08-02;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-08-02;AGENT;2022-08-02 09:11:04;VRIDI 3 PONT 1
2022-08-02;NUIT;VALIDE;coic sa;2022-08-02;GESTIONNAIRE DE STOCKS;2022-08-02 11:43:50;COIC
2022-08-02;NUIT;VALIDE;SOGENA;2022-08-02;RESPONSABLE PONT BASCULE;2022-08-02 14:34:52;SOGENA
2022-08-02;NUIT;VALIDE;SACO;2022-08-02;AGENT LOGISTIQUE;2022-08-02 15:39:38;SACO ABIDJAN
2022-08-03;JOUR;VALIDE;EOLIS;2022-08-03;CORDONNATEUR DES OPERATIONS PORTUAIRES;2022-02-21 11:03:57;EOLIS PONT
2022-08-03;JOUR;VALIDE;SOGENA;2022-08-03;RESPONSABLE PONT BASCULE;2022-05-05 15:49:44;SOGENA EX-CAISTAB
2022-08-03;JOUR;VALIDE;SOGENA;2022-08-03;RESPONSABLE PONT BASCULE;2022-05-05 16:10:29;SOGENA
2022-08-03;JOUR;VALIDE;coic sa;2022-08-03;GESTIONNAIRE DE STOCKS ;2022-06-01 06:42:21;COIC
2022-08-03;JOUR;VALIDE;CTM;2022-08-03;DGA;2022-06-10 09:17:16;CTM
2022-08-03;JOUR;VALIDE;PROLINE LOGISTIC;2022-08-03;RESPONSABLE PESEUR;2022-06-10 15:06:03;R et R
2022-08-03;JOUR;VALIDE;ITCA;2022-08-03;RESPONSABLE PRODUITS FINIS;2022-06-24 14:51:06;ITCA
2022-08-03;JOUR;REJETE;ITCA;2022-08-03;RESPONSABLE PRODUITS FINIS;2022-06-24 14:51:06;ITCA
2022-08-03;JOUR;VALIDE;SACO;2022-08-03;AGENT LOGISTIQUE;2022-06-28 11:47:56;SACO ABIDJAN
2022-08-03;JOUR;VALIDE;CARGILL COCOA;2022-08-03;SUPERVISEUR OPÃRATIONS SHIPPING;2022-06-30 16:24:31;CARGILL COCOA YOP
2022-08-03;JOUR;VALIDE;FARLIN COMMODITIES;2022-08-03;PESEUR;2022-07-08 11:23:18;FARLIN
2022-08-03;JOUR;VALIDE;ZAMACOM;2022-08-03;RESPONSABLE TRANSIT ;2022-07-11 11:56:34;ZAMACOM PONT 1
2022-08-03;JOUR;VALIDE;OLAM;2022-08-03;COOORDINATEUR PESAGE;2022-07-12 15:38:56;USINE UNICAO PONT02
2022-08-03;JOUR;VALIDE;SEAFEM;2022-08-03;DIRECTEUR GENERAL;2022-07-19 15:18:27;SEAFEM
2022-08-03;JOUR;VALIDE;;2022-08-03;RESPONSABLE DES OPERATIONS;2022-07-22 12:23:35;STNC
2022-08-03;JOUR;VALIDE;FACI;2022-08-03;AGENT DE TRANSIT;2022-07-26 10:31:23;FACI
2022-08-03;JOUR;ANNULE;MEDLOG;2022-08-03;AGENT PONT BASCULE;2022-07-28 08:01:27;MEDLOG
2022-08-03;JOUR;VALIDE;MANTRA;2022-08-03;LOGISTIQUE;2022-07-28 23:51:10;MANTRA
2022-08-03;JOUR;VALIDE;MANTRA;2022-08-03;LOGISTIQUE;2022-07-28 23:51:20;YIRIMA
2022-08-03;JOUR;VALIDE;MEDLOG;2022-08-03;AGENT PONT BASCULE;2022-07-29 10:09:42;MEDLOG
2022-08-03;JOUR;VALIDE;MOVIS;2022-08-03;COCORDINATEUR ;2022-07-29 13:42:01;CFS 4 VRIDI
2022-08-03;JOUR;VALIDE;APM TERMINAL;2022-08-03;RESPONSABLES DES OPÃRATIONS DE DÃPÃTS ;2022-08-01 06:00:07;APM TERMINAL
2022-08-03;JOUR;VALIDE;;2022-08-03;RESPONSABLE PESEUR;2022-08-01 11:12:46;SITRADEX
2022-08-03;JOUR;VALIDE;TRCI;2022-08-03;RESPONSABLE PRODUIT FINI;2022-08-02 08:35:07;TRCI ANGUEDEDOU
2022-08-03;JOUR;ANNULE;TRCI;2022-08-03;RESPONSABLE PRODUIT FINI;2022-08-02 08:35:08;TRCI ANGUEDEDOU
2022-08-03;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-03;AGENT;2022-08-02 09:11:29;COTON RAN
2022-08-03;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-03;AGENT;2022-08-02 09:11:45;T6
2022-08-03;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-03;AGENT;2022-08-02 09:12:06;VRIDI 3 PONT 1
2022-08-03;JOUR;VALIDE;GMCI;2022-08-03;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-02 14:18:54;GMCI GARE DU MALI
2022-08-03;JOUR;VALIDE;GMCI;2022-08-03;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-02 14:18:59;GMCI GESTOCI
2022-08-03;JOUR;VALIDE;GMCI;2022-08-03;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-02 14:19:05;GMCI HINO
2022-08-03;NUIT;VALIDE;EOLIS;2022-08-03;CORDONNATEUR DES OPERATIONS PORTUAIRES;2022-02-21 11:04:00;EOLIS PONT
2022-08-03;NUIT;VALIDE;PROLINE LOGISTIC;2022-08-03;RESPONSABLE PESEUR;2022-06-10 15:06:07;R et R
2022-08-03;NUIT;VALIDE;CARGILL COCOA;2022-08-03;SUPERVISEUR OPÃRATIONS SHIPPING;2022-06-30 16:24:36;CARGILL COCOA YOP
2022-08-03;NUIT;VALIDE;ZAMACOM;2022-08-03;RESPONSABLE TRANSIT ;2022-07-11 11:56:40;ZAMACOM PONT 1
2022-08-03;NUIT;VALIDE;SEAFEM;2022-08-03;DIRECTEUR GENERAL;2022-07-19 15:18:47;SEAFEM
2022-08-03;NUIT;VALIDE;CCI - COTE DIVOIRE;2022-08-03;CHEF DE SERVICE METROLOGIE;2022-07-20 16:48:08;CCI-CI PONT N2
2022-08-03;NUIT;VALIDE;MANTRA;2022-08-03;LOGISTIQUE;2022-07-28 23:51:03;MANTRA
2022-08-03;NUIT;ANNULE;MANTRA;2022-08-03;LOGISTIQUE;2022-07-29 00:42:00;YIRIMA
2022-08-03;NUIT;VALIDE;APM TERMINAL;2022-08-03;RESPONSABLES DES OPÃRATIONS DE DÃPÃTS ;2022-08-01 06:00:24;APM TERMINAL
2022-08-03;NUIT;VALIDE;;2022-08-03;RESPONSABLE PESEUR;2022-08-01 11:14:56;SITRADEX
2022-08-03;NUIT;VALIDE;SACO;2022-08-03;AGENT LOGISTIQUE;2022-08-02 15:39:49;SACO ABIDJAN
2022-08-03;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-08-03;AGENT;2022-08-03 11:33:48;VRIDI 3 PONT 1
2022-08-03;NUIT;ANNULE;BOLLORE TRANSPORT & LOGISTICS;2022-08-03;AGENT;2022-08-03 11:33:57;T6
2022-08-03;NUIT;VALIDE;coic sa;2022-08-03;GESTIONNAIRE DE STOCKS;2022-08-03 12:27:29;COIC
2022-08-03;NUIT;VALIDE;ETC-CI;2022-08-03;RESP. TECHNI;2022-08-03 12:41:21;ETC-CI
2022-08-03;NUIT;ANNULE;MANTRA;2022-08-03;LOGISTIQUE;2022-08-03 14:50:35;YIRIMA
2022-08-03;NUIT;VALIDE;SOGENA;2022-08-03;RESPONSABLE PONT BASCULE;2022-08-03 14:59:56;SOGENA
2022-08-03;NUIT;VALIDE;FARLIN COMMODITIES;2022-08-03;PESEUR;2022-08-03 15:13:57;FARLIN
2022-08-03;NUIT;VALIDE;;2022-08-03;RESPONSABLE LOGISTIQUE ;2022-08-03 15:54:31;STNC
2022-08-03;NUIT;VALIDE;COOPARES;2022-08-03;RESPONSABLE EXPLOITATION;2022-08-03 16:07:37;COOPARES
2022-08-04;JOUR;VALIDE;EOLIS;2022-08-04;CORDONNATEUR DES OPERATIONS PORTUAIRES;2022-02-21 11:04:06;EOLIS PONT
2022-08-04;JOUR;VALIDE;SOGENA;2022-08-04;RESPONSABLE PONT BASCULE;2022-05-05 15:49:53;SOGENA EX-CAISTAB
2022-08-04;JOUR;VALIDE;SOGENA;2022-08-04;RESPONSABLE PONT BASCULE;2022-05-05 16:10:36;SOGENA
2022-08-04;JOUR;VALIDE;coic sa;2022-08-04;GESTIONNAIRE DE STOCKS ;2022-06-01 06:42:30;COIC
2022-08-04;JOUR;VALIDE;CTM;2022-08-04;DGA;2022-06-10 09:17:26;CTM
2022-08-04;JOUR;VALIDE;PROLINE LOGISTIC;2022-08-04;RESPONSABLE PESEUR;2022-06-10 15:06:15;R et R
2022-08-04;JOUR;VALIDE;ITCA;2022-08-04;RESPONSABLE PRODUITS FINIS;2022-06-24 14:51:17;ITCA
2022-08-04;JOUR;VALIDE;SACO;2022-08-04;AGENT LOGISTIQUE;2022-06-28 11:48:03;SACO ABIDJAN
2022-08-04;JOUR;VALIDE;CARGILL COCOA;2022-08-04;SUPERVISEUR OPÃRATIONS SHIPPING;2022-06-30 16:24:43;CARGILL COCOA YOP
2022-08-04;JOUR;VALIDE;FARLIN COMMODITIES;2022-08-04;PESEUR;2022-07-08 11:23:30;FARLIN
2022-08-04;JOUR;VALIDE;ZAMACOM;2022-08-04;RESPONSABLE TRANSIT ;2022-07-11 11:57:06;ZAMACOM PONT 1
2022-08-04;JOUR;VALIDE;OLAM;2022-08-04;COOORDINATEUR PESAGE;2022-07-12 15:39:09;USINE UNICAO PONT02
2022-08-04;JOUR;VALIDE;SEAFEM;2022-08-04;DIRECTEUR GENERAL;2022-07-19 15:19:01;SEAFEM
2022-08-04;JOUR;VALIDE;;2022-08-04;RESPONSABLE DES OPERATIONS;2022-07-22 12:23:44;STNC
2022-08-04;JOUR;VALIDE;FACI;2022-08-04;AGENT DE TRANSIT;2022-07-26 10:31:31;FACI
2022-08-04;JOUR;ANNULE;MEDLOG;2022-08-04;AGENT PONT BASCULE;2022-07-28 08:02:21;MEDLOG
2022-08-04;JOUR;VALIDE;MANTRA;2022-08-04;LOGISTIQUE;2022-07-28 23:51:32;YIRIMA
2022-08-04;JOUR;VALIDE;MANTRA;2022-08-04;LOGISTIQUE;2022-07-28 23:51:42;MANTRA
2022-08-04;JOUR;VALIDE;MEDLOG;2022-08-04;AGENT PONT BASCULE;2022-07-29 10:10:03;MEDLOG
2022-08-04;JOUR;VALIDE;MOVIS;2022-08-04;COCORDINATEUR ;2022-07-29 13:42:19;CFS 4 VRIDI
2022-08-04;JOUR;VALIDE;APM TERMINAL;2022-08-04;RESPONSABLES DES OPÃRATIONS DE DÃPÃTS ;2022-08-01 06:00:47;APM TERMINAL
2022-08-04;JOUR;VALIDE;;2022-08-04;RESPONSABLE PESEUR;2022-08-01 11:17:11;SITRADEX
2022-08-04;JOUR;VALIDE;TRCI;2022-08-04;RESPONSABLE PRODUIT FINI;2022-08-03 08:52:44;TRCI ANGUEDEDOU
2022-08-04;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-04;AGENT;2022-08-03 11:34:15;COTON RAN
2022-08-04;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-04;AGENT;2022-08-03 11:34:24;T6
2022-08-04;JOUR;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-04;AGENT;2022-08-03 11:34:35;VRIDI 3 PONT 1
2022-08-04;JOUR;VALIDE;ETC-CI;2022-08-04;RESP. TECHNI;2022-08-03 12:41:53;ETC-CI
2022-08-04;JOUR;VALIDE;;2022-08-04;ASSISTANT RESPONSABLE TRANSIT EXPORT;2022-08-03 14:19:40;LDC
2022-08-04;JOUR;VALIDE;COOPARES;2022-08-04;RESPONSABLE EXPLOITATION;2022-08-03 16:07:50;COOPARES
2022-08-04;NUIT;VALIDE;EOLIS;2022-08-04;CORDONNATEUR DES OPERATIONS PORTUAIRES;2022-02-21 11:04:09;EOLIS PONT
2022-08-04;NUIT;VALIDE;PROLINE LOGISTIC;2022-08-04;RESPONSABLE PESEUR;2022-06-10 15:06:20;R et R
2022-08-04;NUIT;VALIDE;CARGILL COCOA;2022-08-04;SUPERVISEUR OPÃRATIONS SHIPPING;2022-06-30 16:24:48;CARGILL COCOA YOP
2022-08-04;NUIT;VALIDE;ZAMACOM;2022-08-04;RESPONSABLE TRANSIT ;2022-07-11 11:57:11;ZAMACOM PONT 1
2022-08-04;NUIT;VALIDE;SEAFEM;2022-08-04;DIRECTEUR GENERAL;2022-07-19 15:19:10;SEAFEM
2022-08-04;NUIT;EXPIRE;CCI - COTE DIVOIRE;2022-08-04;CHEF DE SERVICE METROLOGIE;2022-07-20 16:48:23;CCI-CI PONT N2
2022-08-04;NUIT;REJETE;MANTRA;2022-08-04;LOGISTIQUE;2022-07-28 23:51:50;MANTRA
2022-08-04;NUIT;ANNULE;MANTRA;2022-08-04;LOGISTIQUE;2022-07-29 00:42:11;YIRIMA
2022-08-04;NUIT;VALIDE;APM TERMINAL;2022-08-04;RESPONSABLES DES OPÃRATIONS DE DÃPÃTS ;2022-08-01 06:01:01;APM TERMINAL
2022-08-04;NUIT;REJETE;;2022-08-04;RESPONSABLE PESEUR;2022-08-01 11:17:49;SITRADEX
2022-08-04;NUIT;REJETE;coic sa;2022-08-04;GESTIONNAIRE DE STOCKS;2022-08-03 12:28:00;COIC
2022-08-04;NUIT;VALIDE;SACO;2022-08-04;AGENT LOGISTIQUE;2022-08-03 14:59:25;SACO ABIDJAN
2022-08-04;NUIT;VALIDE;BOLLORE TRANSPORT & LOGISTICS;2022-08-04; AGENT;2022-08-04 07:43:29;T6
